,ChenChao_RNA,Dave_RNA,Eric_RNA,Ethan_RNA,Khaondo_RNA,Niyilolawa_RNA,Pedro_RNA,Srivathani_RNA
IRF2,2.6962263284040397e-49,3.18656886405241e-17,1.44383866605605e-34,1.9962209006715297e-36,9.54996524643776e-106,1.02882466727919e-41,1.30096427186219e-45,1.53028737484581e-35
TTC39B,5.0500360623793796e-49,3.5363577075571594e-11,5.61413526666014e-34,6.47350539812534e-40,1.45325952207484e-82,7.84180510675569e-48,3.29670084418233e-29,2.12296479924971e-06
TSPAN5,1.13976041044425e-48,1.61523964081155e-30,0.022437510205182,8.32351824932324e-08,1.50645736444164e-29,8.48562622054416e-26,1.14511148712405e-13,9.56820012186894e-29
TBX19,2.22667728341112e-48,9.39422466307277e-18,5.89133905032882e-27,5.93770000044801e-42,4.13432519567726e-36,1.05985727455211e-51,1.51390169806962e-29,1.61986254045134e-21
NUB1,2.40745978844279e-48,4.34250636725756e-24,5.258276612872969e-56,1.82837196504902e-64,4.93944829848557e-60,1.27183632603622e-55,7.367222438040249e-43,1.3707788603612398e-40
SECISBP2L,2.80739792129467e-48,6.88111199353837e-30,6.91766276467703e-59,4.59775888822221e-61,5.372814426001019e-56,5.51766794742802e-42,1.29108192553493e-58,2.72020170671183e-32
KCTD14,3.2949951391469496e-48,8.22445784658685e-31,3.33610097275857e-13,2.58551406098252e-07,4.47527451578312e-150,1.5984881559502298e-83,2.56945730265387e-12,2.8540367555596698e-81
LAMP3,1.16907559381273e-47,6.39621286353296e-40,1.27916742669331e-28,2.92354245859707e-39,4.28239766239581e-62,1.33974528690631e-29,1.95407750341027e-34,4.8981128582034294e-30
TMEM255A,1.2412515203123e-47,9.0899834949314e-08,1.13499664834031e-12,0.997079289791978,0.198022685830052,4.28849809776009e-11,0.0621744798559065,9.06716880771705e-06
MCL1,1.5451491785868e-47,1.0264584089393399e-30,1.05885563005795e-47,2.2021701453558e-43,3.41343779409471e-44,3.18224720301943e-32,2.27173676470225e-41,1.85769558793708e-36
RBBP6,1.73690141649499e-47,4.89841107887879e-50,3.35114068628731e-41,3.34281049068555e-53,1.68428679294094e-50,9.49154571888473e-53,8.184914228292509e-30,1.30441168430293e-28
BBX,2.76671412285702e-47,5.77927260497597e-32,1.8062949876627e-40,4.34616381700274e-38,3.2999126810171e-40,7.644306678943091e-46,2.04004156971012e-28,1.1850425015303401e-25
TRIM22,3.98059787129131e-47,8.341693338894319e-36,5.4800785016379895e-70,1.08016525869133e-53,3.53585338026166e-47,8.77899258133755e-64,2.69704745701719e-71,1.3338601749595102e-47
MIR3614,1.48899869715654e-46,5.92824987303745e-45,4.19391144808417e-61,1.47297324008414e-41,1.37736429694097e-32,1.25219020396906e-48,2.3345229698567497e-49,1.49897294697823e-42
CMTR1,1.63086696545772e-46,1.43564025137557e-38,1.11161875199212e-32,6.82581290031257e-45,1.7071491957443701e-46,1.4936869469927398e-42,1.4061981118421498e-48,2.51177953079724e-32
MAK,4.2153281442197304e-46,1.20157560417972e-17,2.37717348994851e-35,3.63653801138427e-51,7.03644130187548e-75,2.62562880679348e-45,7.477591764634739e-49,4.8831927490173795e-33
STIMATE,5.42325794037637e-46,7.04188942896752e-22,1.8198943959390397e-30,3.5103542656864695e-40,1.15254747619818e-66,2.2908923950625e-40,2.71139284215261e-52,7.708101191151391e-35
TTC38,7.41022600553532e-46,1.02376630843588e-36,1.47354594470159e-51,3.7917690046608e-61,7.67751591696785e-58,6.04794454675039e-46,1.27750632248901e-66,2.51177953079724e-32
STIMATE-MUSTN1,8.32381525561534e-46,3.25068443347623e-22,1.62256846022931e-30,1.95499685132133e-40,5.4086354396824e-66,9.60528260305237e-41,2.3766677405762302e-52,6.0811456827927495e-34
APOL2,1.7490813431765002e-45,8.25888885853021e-21,1.7267842960556902e-60,1.28769192952034e-76,3.11526454486302e-103,8.29474683564068e-58,2.36689888373797e-65,7.36883021808794e-50
PABIR3,5.83927826874311e-45,3.62756145995117e-34,3.2363112026102598e-43,3.58717082013853e-46,1.07894428596591e-51,1.87565088347573e-44,2.44606986940671e-45,7.480195714843081e-45
GNB4,8.988598028121381e-45,9.298586273613111e-24,7.17163883727123e-32,7.586955349311599e-35,4.11069796500457e-63,5.12405223946645e-34,6.459150171821569e-36,3.7742229930394503e-35
ANXA2R,4.0499963906791403e-44,2.1358305903839998e-58,4.19599988779207e-31,1.53688328834022e-63,3.4493234241502098e-62,1.04781157275262e-37,9.38581798109025e-23,5.34026931590054e-25
DSP,4.94347022717088e-44,0.0779643733716832,0.527622203028793,0.319299507438997,1.35883968797598e-06,0.0002848159637504,0.0003639412016583,0.0004255120213791
ALPK1,5.06924320447362e-44,8.4467268981465e-27,4.48990684388528e-30,1.50853300338359e-43,2.7638759614376403e-52,1.15239090859668e-36,1.15462198269145e-39,1.8583074378902e-23
BISPR,6.22245253315751e-44,1.1777053541167398e-42,7.44445508561846e-56,6.44651730354165e-51,1.73788916898277e-32,2.25214531460632e-33,9.180166433373239e-40,5.19195449474487e-31
LOC124906242,2.75545585936087e-43,9.59890940735547e-35,7.40773417701441e-06,4.51066670729642e-12,4.8304949141167895e-55,1.6588511583724e-32,1.00472275901445e-27,2.0096701468432599e-41
TLK2,3.49787961879331e-43,4.601605662363549e-42,1.52733848294358e-27,4.96164504827258e-41,4.7385066964468e-51,1.3799272077754198e-40,1.4701543958424199e-33,5.7173330610113295e-36
SLC25A28,3.7141910493509795e-43,2.64735928303926e-35,2.1088559847412e-39,2.9580448001065904e-47,1.02876911245844e-67,1.40773340783153e-44,4.80967647059623e-38,6.40749019032259e-35
ZFYVE26,6.8340481265676e-43,2.18267080997988e-33,5.43832653728928e-41,2.02435243992906e-46,1.1189459110385101e-35,6.2726577085594496e-55,2.9590705755724297e-28,5.2312313367929305e-23
LOC124903696,8.38522573874237e-43,7.15383497930969e-20,6.15830402583449e-53,3.07239475471833e-61,1.7497763916707498e-40,1.5520525361050799e-30,8.05163340407032e-49,2.43664386291842e-23
TMEM268,1.02911846007612e-42,6.603385417820719e-28,9.34835858597278e-10,9.320306186884581e-19,2.02562909015757e-58,3.06475050895611e-30,1.51657736550201e-14,1.55819279628849e-23
MVB12A,1.21605305674295e-42,1.6912255071296399e-34,3.17104860132939e-54,1.14338558630589e-50,1.71446729802686e-39,1.63642262494142e-36,2.15784228713913e-37,2.02197592324746e-29
BAZ1A,1.7740837159958e-42,3.63489588977209e-27,7.9701607640563e-33,1.52719636995864e-51,1.23429323369468e-69,2.26738534825121e-47,2.79234976723846e-38,5.14518460615321e-26
ADAR,3.19313018760518e-42,5.39859615621817e-37,4.1724152166429e-47,1.53093073193416e-47,2.53811817172407e-36,4.84827628857941e-48,9.024188257285959e-48,8.48218677589671e-39
CCDC71L,4.4994726840133e-42,6.07601960379918e-25,4.77953583425388e-08,1.29356759349046e-23,6.01583469559054e-62,1.0927664824988199e-33,2.6649408689048097e-43,2.61328045683016e-29
CREM,5.45747454977929e-42,1.61288318612051e-23,1.39001619150023e-29,1.4451473118178201e-38,2.62787400390294e-34,1.36253263424138e-52,3.7718460805106595e-36,1.28507203643397e-28
SCLT1,6.99896332844389e-42,6.63400132819245e-27,2.13120600385809e-17,1.8469274347289198e-28,1.4713036764162e-29,1.9484198842569098e-36,9.82692746599127e-25,2.1922398493986802e-21
HESX1,8.076879445816339e-42,2.58213143795272e-37,4.97231415675831e-20,5.40504699094584e-30,7.0703932210083e-62,7.51900813545645e-40,1.00846505684439e-40,3.66836355116909e-46
INPP1,1.07771721937118e-41,4.128111663744e-09,2.4696369743405004e-32,8.59400489820374e-32,7.146457767652741e-112,3.2621452300359404e-45,1.8417914712390297e-36,2.9937956029699195e-42
PGAP1,2.97894494291482e-41,5.182609160983271e-31,9.282403738262441e-35,3.47539256254332e-51,4.844994136082281e-35,1.5691177893734998e-42,1.96612050085121e-44,1.89982099355945e-41
FCHSD2,3.162329212583e-41,6.47278949813168e-19,2.54772579158119e-24,1.07047693266364e-24,3.14909303388047e-18,3.0186929234860297e-33,9.88176344445581e-24,6.361415384373941e-31
IFI27,3.162329212583e-41,4.1246582290719704e-46,6.83906403932755e-86,6.387240245341801e-69,7.09567086786476e-39,1.86019709628111e-49,2.7761853782195903e-58,9.769145106719729e-42
TMX1,2.02631315090409e-40,3.89527074326703e-34,6.065836446565309e-28,2.03674948183866e-31,1.7497763916707498e-40,7.81421786304375e-44,8.20829531267056e-30,1.3243380222254598e-28
TRIM69,2.19752163489251e-40,1.2158850923440302e-09,3.62835088346183e-38,1.32009999180224e-39,5.9875078340316505e-31,1.50016204393782e-34,2.41905781567165e-36,1.51678761929637e-22
GPR135,2.62377683616076e-40,5.23524699224393e-45,8.71082950794935e-28,4.46538038108324e-58,1.95547730870145e-57,7.5677440078468e-36,1.39032596960589e-34,9.815874254343832e-35
LRRC3,4.35582635395997e-40,1.13275151613621e-32,1.33123755854334e-36,5.985874543146109e-56,9.70500988290642e-44,2.27222729927138e-43,1.79578356318482e-37,2.3885845974671396e-30
ELF1,5.042932383326979e-40,2.49018451947013e-34,1.00569801806132e-12,4.291668917024049e-30,1.4903722989984e-48,1.22377823323809e-46,2.1470113324446e-30,2.51844287610707e-27
LACTB,6.1166847074891795e-40,9.244072763058059e-28,1.23060753343825e-44,6.46241336559774e-51,3.39541228674067e-49,2.57290750438365e-43,1.4317747530185298e-40,2.83897451961613e-28
RBCK1,1.44158225777088e-39,7.206758048372749e-22,1.39758486974798e-38,9.59400889457365e-51,4.84816951523924e-53,1.0309374059172601e-47,4.1001974862051305e-52,8.49418890761789e-33
SSTR3,1.66414170290816e-39,2.1688326603109597e-36,2.00212045780744e-43,3.54248888582034e-47,9.12132086998318e-32,1.67801215834092e-37,2.16256347770211e-40,9.384270663351099e-30
YEATS2,1.80955587046266e-39,1.12657736375736e-27,1.5050638927089599e-22,2.5666181194394e-38,1.40360335190877e-76,1.22377823323809e-46,3.56974290295163e-31,7.07829638285702e-27
SYN2,2.17089663433498e-39,1.40732307314333e-25,0.459507313254734,1.13210239361378e-22,2.98443210511737e-87,5.66526580110708e-125,3.7245703056916e-43,3.20153708578937e-19
LAP3,4.10574142642564e-39,6.92190429659797e-47,1.5261662738686e-68,5.24366872956101e-71,4.98496054135998e-45,1.1517122678043301e-58,1.7020258808423301e-44,5.71157460395674e-37
USP30-AS1,4.92027799295967e-39,1.16806110927734e-26,4.85969833990485e-32,4.84454967945915e-41,1.0212577021358e-49,1.701706312811e-48,9.97841408448853e-40,7.012848693760629e-30
LOC107984251,6.12294494247952e-39,1.17162528786054e-41,1.8051249013246001e-53,2.7984588414050503e-61,7.9192671519024e-14,3.13944420292183e-39,4.531322191036e-44,1.9071434342418e-36
PHACTR4,7.2323245073558e-39,1.88929267838846e-68,5.81264689103288e-13,2.56381596816174e-16,5.4369281171276e-60,7.73703320097888e-49,3.9954661246156e-18,9.48679889950513e-41
EXOSC9,5.30644383363616e-38,1.4416640291946601e-31,1.4145140729050701e-46,4.0509225713041404e-52,1.1207534551846e-28,1.07084127466293e-37,5.0405849269426695e-55,7.217272338198959e-30
TENT5A,1.51841205011163e-37,4.30509766523178e-16,1.12567600380052e-31,5.873753243401151e-45,2.7053435239048397e-28,7.068258115213361e-17,1.61813228150337e-30,1.98487377773676e-17
USP28,1.52005449736634e-37,4.87730032620629e-16,4.61595378398037e-23,1.84627878154997e-23,6.991377601860621e-35,8.25471449977905e-37,3.3924904443391597e-26,9.51412544348023e-20
MLKL,2.81345094054353e-37,1.21092463157649e-31,2.62149356701445e-39,1.03183681690631e-48,5.2958816935386e-51,7.288472173911311e-31,1.97158652566341e-41,3.67231445428578e-24
NLRC5,3.89491317680644e-37,1.28224691975467e-15,5.64251639154371e-25,1.39585369279763e-24,1.4225019432686198e-49,3.7001474110701597e-28,2.1175992961848802e-44,7.90004997448994e-27
DAPP1,5.68670561836683e-37,1.11800851363489e-31,4.88485912477753e-23,1.61108031193151e-19,5.655060243607691e-31,7.71818696650837e-36,5.87840247060494e-21,3.32868774974128e-23
ST3GAL5,6.55974424922944e-37,5.32427199360443e-14,3.02396986580654e-07,3.84373886666162e-09,1.8155768514560298e-34,1.54433639939599e-10,3.5625011762188505e-21,1.26293840960987e-13
OGFR,9.91220511335056e-37,1.2174495021263398e-11,9.84964575012972e-19,4.578312732284339e-28,1.68734534244341e-53,5.84879420896387e-24,4.66888395297128e-21,1.26223771109373e-21
GBP2,1.2669786450627599e-36,1.5539482168149099e-22,6.37545884675043e-35,4.7210797381098396e-48,9.821858235278639e-55,1.6607017894017602e-35,7.70510923106746e-46,4.88808685307688e-23
ANXA2R-OT1,2.10079604801478e-36,2.2347419304671702e-58,1.2049080650486299e-26,2.0841951449488102e-65,1.1786133550322601e-61,5.05789418776658e-46,2.4142893679418402e-24,6.996314413663021e-21
GFI1,2.940652704667e-36,2.04904160281268e-07,0.880860368047149,0.959995800084197,3.07135947173242e-34,7.23788268451037e-16,2.94143953387803e-18,4.26411708374335e-17
LGALS9,3.01022799629662e-36,4.41752228273236e-46,8.52416751417024e-49,1.24361313127139e-61,1.8857749385732101e-38,1.00266525717497e-50,1.2132232819790101e-54,1.1408850564463599e-36
GCNT2,3.5482323372878794e-36,5.4408269696593295e-48,2.7401400341619897e-11,1.2415981436643701e-21,9.79357914585196e-21,3.67573780305013e-19,4.4278562686794996e-12,1.98127310737728e-20
BTG3,5.8069870940670096e-36,1.3329651121885599e-34,2.3486559122661902e-23,3.12462365072425e-40,1.28152852863501e-19,3.712097654445e-33,4.757567981749971e-25,4.65617269678232e-21
LINC01055,1.0787937253601701e-35,1.24626983930941e-31,1.8815028801040402e-17,1.4337619106871302e-25,1.16582494290821e-16,3.68404436612529e-26,2.38715925855989e-38,7.500531039911001e-27
PWWP2A,1.11220155183682e-35,1.61288318612051e-23,3.6373639545561703e-17,5.18899537560148e-20,2.11787435354458e-28,7.72918967961888e-28,7.663186608521221e-25,2.58990884656618e-32
ZBP1,2.1733312104645802e-35,2.4567919858095202e-21,1.59051813801203e-60,8.446467822658451e-47,1.08385187102935e-75,1.40412134486619e-39,6.81016138045505e-51,6.82248047099666e-39
IFI35,3.94116966212959e-35,3.0290014569859097e-26,1.8698485799860702e-73,1.41784553114433e-67,1.32204838446831e-50,1.01614124794452e-43,1.13519364405109e-53,3.40135660825399e-38
DNAH8,4.43883306939866e-35,1.4027596036920899e-80,7.690036391918841e-10,9.13198154488226e-45,4.80649946811772e-30,9.8224948916811e-36,6.41268068137508e-32,9.896652116305059e-30
CDC73,5.79208244072513e-35,6.50835546086766e-21,5.53495112766048e-25,6.46984513561201e-38,1.20938282357395e-40,2.80841719547219e-34,1.15067388773368e-28,1.2857362933858601e-20
ETV6,7.273000345242851e-35,7.01295662815582e-21,2.62006432308785e-14,1.08091738038075e-31,2.70792146644277e-51,6.37127032876833e-27,1.8963717573203e-27,1.86136454502108e-17
KIAA0513,2.02560717516825e-34,2.0018013402032299e-28,0.0095224312667766,2.43086395355166e-28,0.98211293139029,1.69813274373201e-46,1.05977590873331e-31,3.7886563788721e-19
PDGFRL,4.04819954217828e-34,1.5677791718276e-81,2.9981173301625496e-30,1.9487624895924898e-33,1.27443237163667e-08,5.16695591941475e-17,1.84366761136819e-15,4.02408153272061e-21
LAMC1,5.2384974119799495e-34,1.6077012135135199e-16,5.59241519185958e-07,1.71728882474525e-12,2.57764648972983e-26,1.04442529219632e-28,2.8326288211369e-33,9.67987509108929e-27
MICB,8.26015544920251e-34,1.2586914441124401e-24,2.40636047098318e-27,1.5502601503405599e-43,5.53513499539848e-46,4.84187709780138e-37,2.43609072959972e-19,2.98129868990586e-18
HSH2D,8.26015544920251e-34,5.01799008847544e-27,4.05904601539895e-12,1.25230961200071e-22,3.55351288427974e-46,1.48132548921949e-42,8.570254971119919e-43,2.0722842051316e-26
CDKL1,1.44464996319365e-33,2.88843411738002e-13,1.0474992224663601e-17,7.30022701999205e-29,1.23662906239677e-37,8.02033216697865e-35,7.778052244918331e-20,7.251132325733829e-22
SHFL,1.4681898365599899e-33,3.5290509177629304e-21,6.61440984028702e-36,5.719765936103e-39,1.17981985749319e-37,1.3519047731395102e-31,9.88892513308909e-41,7.06364610020021e-24
NTRK2,1.49178066746548e-33,2.4575830336060297e-28,7.74066493457884e-32,1.1751829586646e-58,3.89210017938477e-67,1.80934642820088e-43,2.47965835033911e-23,1.11844008236239e-27
ANO7L1,1.64448200948972e-33,1.20886023610258e-50,1.10977806968855e-21,6.172971486909989e-36,1.9886428662058298e-33,1.61447738913978e-51,1.78470486186965e-37,2.5266576610403003e-25
TNK2,2.11559642557182e-33,4.38597400466986e-16,1.46889040474862e-38,7.36045131987111e-54,4.9349183075338396e-48,1.6598529280548497e-36,2.65876067203763e-43,8.74530789155425e-28
STX17,3.51919821842803e-33,6.391358546847661e-19,4.62252833359046e-21,9.81816952101425e-31,1.4493001894980802e-35,1.21608400006477e-30,4.76445820430506e-28,3.75657762087482e-21
L3MBTL2-AS1,3.85640928988719e-33,7.27284510802061e-49,3.36760667576433e-14,5.8395832942344e-26,0.677340699768201,2.7251447599904e-07,1.91758820038208e-09,1.09115714539956e-13
AIM2,4.3359375347252496e-33,2.0268296288660902e-21,1.21163556755382e-42,1.57757838220111e-31,2.92716870333005e-45,6.78608338209464e-39,2.94898729602609e-35,8.36528512048474e-26
LOC105378647,5.07485288329634e-33,2.46271280035773e-39,5.6539176430224494e-55,2.38994958871596e-48,1.3904440378119201e-67,2.21938808598772e-36,5.56179039144016e-46,2.39202186638701e-45
RFX3,5.85469796116095e-33,5.25055695561219e-11,4.9584063959396095e-12,4.0609748362798503e-19,5.60926201834587e-43,3.40743253539692e-29,1.01518769287635e-26,8.16751095623207e-15
PTCH1,5.9011001411930794e-33,2.0004027831471e-18,1.04306756034849e-12,1.19523058081429e-28,1.06809141313017e-27,3.48438125210159e-31,6.61217659598365e-33,1.10364499595989e-22
JAK2,6.12276378798182e-33,2.8269233473392e-22,1.54188201690008e-27,2.3134764836133602e-23,4.45997119174762e-33,8.68395840627172e-21,1.05232587001969e-21,1.9834152885274798e-18
TREX1,1.35397400126615e-32,2.81427802339367e-20,2.78889665180297e-24,1.60798001028867e-28,1.5197034822286198e-36,1.49173343975853e-29,1.66528651710287e-24,8.84733630350948e-24
ZC3HAV1,2.88900843906099e-32,2.00042297318954e-21,1.63764478691556e-26,2.15381540805431e-25,2.9538223491822e-41,1.70836998936354e-46,4.23250610318988e-28,1.44084770562886e-21
MORC3,3.82903312341355e-32,1.1176492770924298e-30,1.6757789891902102e-15,5.47658241972512e-27,3.26252266080579e-22,2.433685614627e-30,5.24274577348808e-19,1.99416191264104e-15
CCDC194,4.59584848255941e-32,5.61242274722975e-39,1.14227679955998e-49,1.27065946912396e-37,6.82136973331345e-26,2.8912498825862698e-30,2.5482715772324698e-33,1.98607899793278e-27
HNF4G,5.5161399948652e-32,3.75271238754798e-14,9.62619851924352e-12,6.172971486909989e-36,1.03204001745739e-39,1.93433986147069e-25,1.73355611580096e-24,4.19230380957692e-22
RTCB,6.67817821916382e-32,3.51970621880894e-08,3.23695470099872e-16,1.10057570444529e-26,5.3523706572559996e-42,1.8134035055955e-30,7.58945461948665e-22,1.01456461390379e-23
GPR180,6.82800239722337e-32,1.30309016564506e-29,9.47075669093242e-35,1.63678067505369e-37,8.38007066169604e-34,4.6288317409905095e-30,1.88336432348959e-31,1.8988775719764598e-30
NRSN2-AS1,8.13505957609229e-32,4.49395822993589e-27,9.842540829207051e-14,7.36671135174497e-32,6.37668522284415e-25,1.6598529280548497e-36,1.02198902172166e-17,9.36155331516129e-23
TENT4A,1.14360482060669e-31,4.37695886870402e-20,2.98646347485007e-16,2.3489924923705296e-30,3.3309289200689696e-36,5.24764151484499e-25,1.5798915799762602e-19,1.3689087078142e-24
CGAS,1.6637890010927301e-31,9.78364520873717e-75,1.19579589907623e-45,6.89011930018363e-75,1.10175204312012e-19,2.08999141614806e-33,6.90357875162551e-51,4.0723305374271294e-30
PIK3AP1,1.75082674969825e-31,1.3354197054479798e-49,0.0056631711618241,5.03258992617454e-07,4.60301875143119e-18,2.16309491780212e-10,0.0016450887268826,5.08193492177364e-12
LDLRAP1,2.07675781308453e-31,3.28682068075038e-26,2.56955455150122e-25,1.8456919947425198e-36,1.36001691321104e-29,9.827162869418649e-42,1.32609730736951e-29,3.83510047453254e-19
PLAAT2,2.22516434775894e-31,9.83918843841972e-29,1.65637573458157e-30,2.22695658816922e-38,2.09685155800281e-41,4.13870720190219e-32,2.6585547341257398e-33,2.31689568145806e-22
DTNB-AS1,2.9347359752655303e-31,3.57581083088333e-24,5.3484271681466704e-20,2.57101866906135e-27,1.2543530658187901e-23,6.89534649879208e-21,4.75050322604349e-14,3.712876351947e-17
