,ChenChao_PRO,Dave_PRO,Eric_PRO,Ethan_PRO,Khaondo_PRO,Niyilolawa_PRO,Pedro_PRO,Srivathani_PRO
DCP1A,0.0005278393156644,0.0001281986220267,0.0027889223840783,0.001691525303335,0.0009172717408043,0.0036807856419847,0.0078959311442851,0.0191656076149939
LOC100507006,0.618709080682713,0.482510240586352,0.506204458255875,0.316789965588903,0.766347629309162,0.799341168836201,0.895317097946599,0.881720859516648
KCNA2,0.001843446558311,0.110003232090776,0.131391999442457,0.0336193254751517,8.84489079595012e-05,0.0160727882493674,0.0046706626202763,0.237061097143582
WNT10A,0.0127955303470347,0.0232645550820901,0.405575487447967,0.338449728238276,0.0277754072954765,0.000449646639361,0.0534111934488207,0.229535655967981
DOCK8,1.50715711998673e-05,0.0001899125510426,0.0031652545614171,0.0013844961108982,0.0003723037535621,0.0001868671590034,0.0003994997026661,0.0106514807482884
EXOC2,0.0099188111099965,0.0025852511526877,0.0475435339855573,0.0017087836471233,0.0117090365320684,0.0030112976222216,0.0607731623307345,0.619543802779216
TOR1AIP1,1.57423221689765e-08,5.68502909235972e-09,7.23224646586756e-06,1.42843482286794e-06,3.36447904786364e-13,2.9100484354408604e-09,3.6377056666833e-06,1.56816413658379e-06
UBL4A,0.0033178450905872,0.249441219035727,0.107813094190903,0.105369619822599,0.119849183797674,0.0172528934513349,0.127689791061988,0.0405113922939246
LOC105377134,1.33652265808974e-21,4.87924280187539e-15,3.74715834046083e-10,1.3181865850385e-14,2.7605531725383402e-17,2.8256751281923504e-23,2.82791083447591e-19,8.41903100462041e-12
ESPNL,0.171140781326281,0.816833540027868,0.170604309149063,0.0050035179734088,0.0107089334256183,0.230047825899319,0.198033284160525,0.598387154369637
SPSB1,0.0003269262455009,0.0821398909238636,0.001911347736355,0.0004114071059794,7.10262181413558e-06,1.23293773158157e-05,1.02478895578552e-05,0.0006003685951014
TPST2,9.25370566177104e-07,2.30864166066206e-05,0.032052283308655,7.26719304084639e-05,0.0214503170952978,6.21228867273584e-05,0.0007901427081268,0.0152709680637924
ASB7,0.0702594426859257,0.0280033907186871,0.0574089838925271,0.0532193374145927,0.0339508250708068,0.0582386573180572,0.0279455368414105,0.006051415604891
ECE1-AS1,1.55574091410778e-07,0.0133748704170576,0.196524234278142,0.0011732582319995,2.12688614156854e-10,4.0044719014135e-05,4.59105074089357e-08,0.0013242178284438
STK38L,0.192497597176425,0.0528658790144407,0.0233725856390489,0.0580071261675331,0.115995265151339,0.0093719933038176,0.0300649915380386,0.194600566729216
CALHM2,0.0024129734027641,0.29486518078537,0.648892247184524,0.731497825019956,0.469012101605398,0.184914041906431,0.290208278626778,0.0581904187489467
MED25,2.88817967253728e-10,1.93010726684847e-06,1.16235562189823e-06,6.38202520958369e-08,9.52188111922899e-13,2.77605356046392e-08,8.94798765178033e-07,1.48883703437026e-08
UBR2,0.0803678890502296,0.0932313677466869,0.63678077614262,0.182590255292607,0.239178743359593,0.131237964658911,0.172068299397327,0.431334782660165
MTX3,0.0026577573345465,6.98536112409216e-05,0.0616220932668719,0.0001920859965643,0.0527864054116478,0.0004445642091083,0.0797014942271596,0.0183984322018662
SLC2A12,5.59699771675718e-12,1.9912273802068202e-09,2.75105407908836e-06,1.26474193280953e-06,4.24791238505844e-08,5.2394851451230604e-14,7.82439511198028e-11,1.73307251890636e-09
SEPTIN4,0.132397012767779,0.406802544384456,0.720382099185155,0.319783693881558,0.0156351942904695,0.0991941878444025,0.389388826135734,0.845170804360323
STX16-NPEPL1,3.60467687906642e-06,0.0008285032822148,0.0184760994585033,0.0082668904112523,8.56550070136433e-10,0.0008243684914333,0.0006572051437125,0.0043544688843803
ZRSR2,8.64170629202766e-08,3.5224849437787695e-11,2.23788685307593e-13,6.094308274709059e-11,1.56829543531859e-15,1.07597609696828e-16,2.4314855116339398e-11,8.504279663861379e-12
TEF,0.0834867988920608,0.0215599424376227,0.64579408560167,0.198272597724681,0.431797628481211,0.278817756878721,0.242072809077233,0.755305533347545
XCR1,0.0244424576124645,0.0014829299640812,0.271792492877946,0.0018714431354016,0.0002364984657261,1.53261051095013e-06,0.0061545186521431,0.0257278332856209
ORAI2,3.5022089893937098e-12,1.3467121110679101e-09,4.99414065930659e-05,1.6219140150313402e-10,4.89746885507658e-07,1.1038110486753699e-11,2.91349920809347e-08,4.21418005269936e-05
LNPEP,2.3872620039483103e-10,1.44515408736616e-08,8.41919148081756e-06,2.68751813975203e-08,2.5780439322338696e-11,4.95532260811594e-12,1.40747454407146e-08,4.13978542165546e-06
CYLD-AS1,0.0046328783335497,0.241050107812792,0.62036231982622,0.106130424935764,0.0004224088150239,0.101858137461023,0.0459001976749598,0.122937013935349
GLT8D2,0.0287485480427808,0.0365620621117306,0.0018324305284414,0.0013247807565595,0.0157331579119185,0.0301459868058431,0.0061744554370074,0.487331342765774
TREML2,0.600063578409985,0.263013905095993,0.99285717058764,0.710976019667831,0.864931022534917,0.318698984260161,0.665144521740194,0.984671457488265
ADORA2A,2.08754706734423e-11,4.47246935482005e-09,1.40831535947965e-05,2.08047652958422e-07,1.40863775369407e-07,4.86538632309867e-12,3.14831091989237e-12,5.8585691105949e-06
FBXO39,0.0010613340612777,0.0018521305896628,1.84841962569161e-05,1.55134183525036e-05,0.007420325263059,0.0002258712873068,0.0059705121675199,0.0096133349747236
PSMA2,4.350618480395091e-19,3.38601322881052e-19,2.61789986892512e-09,1.4260245392159502e-15,2.04713770734068e-14,5.1425482717196604e-20,2.7783437821798e-09,9.40067016657621e-12
CD79B,4.02233991511687e-08,2.16606974166162e-05,0.0007443597865425,3.03536290559659e-09,7.940777124761031e-09,2.22516047448306e-05,5.06444542102656e-05,0.0053741723004489
SLC38A5,5.85487804644485e-05,8.49953045672271e-06,0.0339905037449963,7.27609029304407e-05,1.00346196199652e-05,0.0007462699913127,0.0044421771009841,0.018489007165868
CNNM3,0.020139114102138,0.0049941694962482,0.278123789533689,0.0442133414563717,0.0008401475616383,0.0005626262864766,0.0855419244791542,0.245941072614587
LINC00537,0.836483963319672,0.335865206767054,0.964212922459511,0.539275851282039,0.0010254129739952,0.854961262266712,0.274937368100304,0.635634741006959
FBXO10,0.0141609864307041,0.0747756850755111,0.0237991942755445,0.0184561714756303,0.15417552592691,0.0016764706594077,0.0798258859957389,0.607564833728701
SPATS2L,0.0136462480649568,0.0776882223502519,0.0572821243114156,0.0039842441993366,0.0044324874788792,0.0032970416398132,0.0016805668337233,0.0891945282759524
BICD2,1.02296888887236e-05,9.76663269310786e-05,0.313127542562809,0.0067173118723293,0.0004458910336811,0.0003262860395915,0.036294730751036,0.0230232026564662
ITPKB,0.266519498166736,0.438057726579791,0.31622942613769,0.151701378506753,0.0998839287135804,0.0351297830790854,0.176218846843365,0.356997262611268
LOC105374636,0.145603696522698,0.631822571973542,0.585952688420234,0.365876738023843,0.0222558087363938,0.0942219880904122,0.0057446903285317,0.0284684672680707
CMAHP,6.74684176635497e-08,7.09983138468879e-08,0.0271539918873503,0.0029413406135994,3.19298692282546e-06,1.05236327578152e-06,8.69993963005954e-05,0.0001124319670481
GRK3,0.0006995516224233,0.0086972127900843,3.46565260977969e-06,0.0006103668003848,0.0561736354888454,0.0007186483939367,0.0002080659106978,0.0663850614851958
UBR4,1.47940227798137e-06,0.0027878769931687,0.0003177171464648,0.0002034188555272,6.94652599606019e-07,1.2041634897276e-09,2.78310797079668e-06,0.0013119957636958
PPP1R12B,0.173734446189152,0.0123997948909067,0.791277034142515,0.598099951651755,0.0210057788673017,0.585477487570235,0.0791629916785352,0.763543821632446
CYTH4,0.464825505379224,0.12232440849074,0.141892129612601,0.0163273077452268,0.98933393375368,0.488661477707999,0.599466563054518,0.98877542797664
BCL9L,0.0290160333626282,0.0039947693867403,0.169828341217317,0.069691805986893,0.0320116500994517,0.0015810021405474,0.0399116521289593,0.308784747452519
DNAJC13,0.0042072127584962,0.0021495370438115,0.000398404805616,0.0026774268298707,0.0357602139705727,0.0004309077112751,0.0061045526582478,0.0483002530057696
SETDB2-PHF11,1.8098102252658002e-11,1.00123535261791e-08,1.67757846522369e-13,5.80684387435163e-13,9.25907845609994e-10,3.24761577301176e-15,2.81914047145915e-12,1.40425759964239e-07
NLRC3,0.0876543523178911,0.0148168375699843,0.0992426395428304,0.041174828182936,0.406737511013093,0.0813691553354859,0.121106514135965,0.722112973796862
RUBCN,0.0040150091728392,0.342508627182343,0.241441346123698,0.100824305039271,7.61455938840563e-06,0.0300733694270366,0.0109411703426062,0.0138494111464281
CCL3L3,5.2539467056596905e-14,0.0192592165158354,1.97129674646261e-06,1.04267035597396e-06,1.11639503564832e-14,5.009952346980061e-09,3.57441307715059e-07,3.78362257406272e-05
TCP11L1,0.198941233263258,0.421215012275024,0.993579215618247,0.777506170944125,0.130131223737359,0.258393222582085,0.492129238694486,0.415958206569299
MBOAT1,5.52678669885342e-07,3.61841687117664e-07,0.0296234682901516,3.35120258504353e-05,3.1098402921148695e-11,1.57233787724393e-14,4.86474364620535e-07,2.61409394121284e-05
ARID4B,1.59894023963726e-12,2.83542706034556e-07,6.90434067877879e-06,5.31300687892499e-10,3.70965839055293e-11,4.47283774138876e-11,6.193656638634751e-09,4.92853536950042e-06
BCL9,0.558065913818416,0.103440579624413,0.473198347037025,0.85353119315773,0.602034594473094,0.841434137958682,0.992754081675329,0.307192078263779
SYVN1,7.2839789799915e-06,0.0003537136753398,0.0025286240299681,7.46575460473895e-05,1.43009180165637e-07,1.05236327578152e-06,0.0016192754230079,0.0050901603238776
SMU1,1.75432676775426e-10,7.61698152038752e-08,2.05305610734317e-06,1.62046235290216e-07,2.1097003391486297e-11,4.1449013976414194e-11,9.46812458308496e-08,2.33777944677851e-10
FAM247A,,,,,,,,
PRDM15,0.0836251424135503,0.0521883735594606,0.170519746902885,0.250433112395218,0.0047644874696228,0.0006061341906723,0.36851430852163,0.409654584802768
OTUD4,4.51387525667149e-06,8.04382050163871e-07,0.126638834112525,0.0008790665206854,5.62797338761397e-06,3.96755630056453e-08,0.0014685743486054,0.0008284922584805
KLF2,0.171798793333211,0.009532934856034,0.369347089192264,0.221675570287499,0.51093122353309,0.0015295418247044,0.514995960259742,0.298173189980257
CHSY1,0.98020930175345,0.745125221885157,0.849499248505332,0.914234612975896,0.58188249899325,0.486464997486664,0.0272094040094599,0.234379315171027
KIF3B,4.93693478891141e-06,0.0162009177760803,0.0348375442727381,5.97849838307291e-05,3.55522153286204e-06,1.42669467491772e-05,0.0006400908252459,0.0240016642801032
LOC124906265,0.0001157556005574,6.693877585334901e-10,5.85776369358919e-05,0.0163273077452268,0.0002026709473583,0.0004152612241368,0.134980575417139,0.0075614037756535
NBN,1.7128551553389902e-09,6.44027318709545e-07,1.37517346929729e-05,5.60321346935082e-08,3.87695406598368e-08,1.2774160848916602e-09,1.28639481688834e-06,0.0001146259935511
STAT3,5.19802746784287e-13,8.38577176679756e-06,1.5364518518902202e-09,9.626521489418179e-11,1.15582313308085e-14,9.21329338698804e-10,3.8303404289738e-11,3.29117112503664e-06
SLC18B1,8.78673663175754e-05,0.0018913017222136,0.0002576211294199,0.0008942455603524,5.04200316092664e-06,1.50474787281919e-06,0.0025958566978242,0.0005584652056466
PAX3,0.0139789375893282,0.002747943135717,0.999512864361057,0.999990157340462,0.0581982386641665,0.0163509561885486,0.0522954021757851,0.117857080670608
CATSPERG,3.76731325768933e-06,0.0002236963136614,5.9580685277578e-07,5.37991960115061e-06,1.38810748734038e-08,3.24229775492009e-06,6.47075508499809e-08,0.0001615446509372
LRIG1,0.956027209194348,0.753550146524654,0.976866697696736,0.904486858935341,0.966668845656278,0.935588410764122,0.909043297204673,0.966322589078016
N4BP2L1,0.421561131263165,0.50734164673555,0.455696661849815,0.21360852587183,0.0024387170047304,0.559211698932659,0.710878872291383,0.879162890080728
TIPIN,3.53767965362285e-05,0.0059030726999134,0.0150520060076278,1.14926210420716e-06,1.23258694987484e-06,5.62914137664311e-07,0.0001176571607797,0.0302587136219895
USP42,3.98815574264031e-08,0.0005779810468175,1.96183386477051e-07,9.24424196869794e-10,2.05654242632955e-18,1.0695651484649498e-11,2.51504352764987e-09,5.57532244789803e-07
KCNN4,0.0001881288279355,3.37133935059618e-08,0.027139659815819,6.80713775520694e-08,5.02171049392034e-08,1.49862777925065e-08,3.65055642098656e-05,0.000672523506882
DLL1,0.050392550563022,0.0790259779632013,0.122937511153388,0.420457069237657,0.0001211420081707,0.0425430875944923,0.109870355938943,0.849256386720762
APOBEC3G,0.0040480510099794,0.56617204936063,0.0223910026400274,0.0086612877788604,2.0406978886353e-05,0.0485053931217912,0.0425048106399885,0.0426610002597192
GPATCH11,0.935827475983177,0.808891442647175,0.985554487628101,0.437747144545255,0.563080518613556,0.463744592829333,0.772657992257803,0.985350580316807
WNT5B,0.768176474220111,0.931540969944859,0.946562188240611,0.934314192027229,0.845630566421305,0.615835790326096,0.891924489511591,0.883600769192485
TFEC,3.92415299040688e-07,1.14788712712261e-06,0.0001044691567542,0.000306132438177,1.19818767896657e-06,1.59461198478433e-10,0.0001819997973255,0.0007251670255321
ELK4,5.4949485254535897e-11,9.39519419208199e-07,1.58177043673318e-07,1.08047395159663e-08,4.60940119513513e-08,4.25060195229629e-07,4.00499678569889e-07,3.08359322891814e-08
LOC105374843,2.98020937905759e-05,0.0114902923634631,0.0075917020600592,0.0037029124286838,6.08155779775305e-08,9.8359021911055e-06,1.89918228831652e-05,0.004799478470715
SPECC1L-ADORA2A,0.212506511510302,0.0280033907186871,0.851594229412748,0.701168343779841,0.318395073918172,0.274328494220601,0.485369782349376,0.273424294343105
TBC1D8,0.258639455952776,0.405600455006831,0.809273329167612,0.425990242978355,0.519238994542381,0.115332740454668,0.545252704993985,0.829051851675507
PPARGC1B,0.15034999753555,1.43439611233009e-05,0.0265641113709277,0.0218128480753987,0.838407402274268,0.0323582939562501,0.150483560995193,0.447162647691568
C11orf54,0.0787714372443482,0.0902478639390129,0.983906503538211,0.840261210033733,0.0678098596522505,0.683467933880132,0.549630942307981,0.509053582921457
COLGALT1,0.241723608158238,0.013111682791459,0.163275530645146,0.106314647472486,0.417494001371746,0.142193596339571,0.431264997230127,0.506663529698564
PPM1K-DT,1.5006628971567599e-34,9.07104630847976e-30,4.00936192097193e-29,3.2061321141316194e-30,1.2153673546467e-41,4.96430017932885e-35,8.45177916490103e-28,7.13757127397472e-24
SERTAD2,0.0002035455496472,0.134796471750269,0.638994974971823,0.0843921662897185,5.97153716730808e-06,0.0012314621903768,0.0055152660178337,0.0544423953107225
GALNT3,0.0018523394221017,9.54780946747655e-05,0.0346908594925682,0.060151828036722,9.15078523718079e-06,6.05648598206553e-05,0.0207732274248207,0.0036665137858799
ABCD1,0.0519350558631357,0.541126619837638,0.239842151828037,0.0479750030953008,0.0420440194538905,0.174323274694311,0.315333157021641,0.251610765796888
TLR9,0.0302999999284995,0.0522822615796713,0.481794006659963,0.248843787473721,0.0100807895650765,0.0078889900622063,0.0765484693432497,0.431573420296881
FAM107B,0.0286518719748772,0.0070265603063197,0.0138670857391486,0.0251977144053728,0.0023029637439431,0.0103652544672226,0.0184348174910782,0.0030060629612819
NFIL3,3.48074986806082e-05,0.0013205691090841,0.0020490447112006,0.0001356706494118,4.42390868373354e-06,1.18766189457237e-05,0.0029222420456326,0.0001145223285468
TNFRSF1B,0.556426845938274,0.195186898562276,0.0792982615542754,7.97697300928764e-06,0.731915931312839,0.0105334269428734,0.272859802958958,0.816983577569872
KCTD1,0.0013241562631067,0.0010926383838514,0.147820712027032,0.0092140213695627,0.0028654858209733,0.0018788004563903,4.59919803212817e-05,0.0022808387657247
ATP13A1,0.0001275209839519,0.0025055380921798,0.0002432874455781,0.0008869573330681,2.90824536886682e-10,2.53086172274342e-05,0.0002065305420943,0.000672523506882
YPEL2,0.0667231536922947,0.042144079456235,0.439408999633146,0.0013560604000431,0.223449245062907,0.0019594987997758,0.0211405069290114,0.459259160972545
CPNE5,0.0001264260371481,0.13974824353029,0.977056192409954,0.253365371791512,1.54850235380754e-05,0.002040831605138,0.0033224271799592,0.0090307380295608
UBFD1,5.07347015252959e-20,1.57257743556167e-10,1.52156157368889e-15,3.7630853741568105e-15,3.1481413825340403e-09,2.56003885249801e-10,1.37803887305326e-05,8.33758001326948e-14
SDE2,0.0049566728820024,1.58938087308905e-06,0.884800938910398,0.458586690086298,0.310193702657933,0.0116637813859121,0.151513811922387,0.488644474647697
PATL2,8.35400794833979e-07,2.92295388658947e-05,6.90664202106149e-11,2.33325616160164e-08,0.0001946424759119,9.28920020973966e-08,3.85870314827544e-10,4.96678557522528e-05
DOK3,0.0059759913775913,3.02447628449094e-05,0.0174494931560276,1.70149105311884e-05,0.0067984497119017,0.0023291802947938,0.0062676761181035,0.0329826820576189
HIRA,0.0036518453269187,0.101039512948766,0.0975071306519705,0.0693251234082339,4.08482119074347e-05,0.0766381106424495,0.0612615057011658,0.0593893555025646
ATP7A,0.0002434089696156,0.0152089220048069,0.0013667572814387,0.0081850707625716,0.0214627459570572,5.61517376750157e-06,0.17345673968152,0.0038853776328049
BTAF1,5.13053397675659e-05,2.73231265304403e-05,0.0209771675853149,5.8064584581229e-05,0.0010175113814356,3.47009930616908e-05,0.0111432158873963,0.0052312688000895
PRAG1,0.0033355494077708,0.067822067895714,0.103761824374068,0.0027962783820302,0.0001089104172308,0.0010320612275107,0.0002906500457322,0.0526249652282374
SH3TC1,0.0981735689390276,0.0031785135675223,0.0101942036966537,0.0224365938635928,0.515217657454762,0.0551879596603441,0.0202586378896769,0.640993843613935
EXTL2,3.05452175274769e-10,9.572894316688391e-14,9.61850761123398e-05,2.7296120111055e-06,2.10063100346632e-06,4.825262941974e-10,0.0001019153115759,5.82697836767191e-05
